log_id,timestamp_iso,coder_id,run_id,dictionary_version,tagset_version,export_version,igo,attribute_code_before,indicator_id_before,attribute_code_after,indicator_id_after,evidence_tier,doc_family_inferred,source_title,source_type,source_scope,article_section_page,source_uri,trigger_term,excerpt_<=50w,coder_action,retained_in_longfile,decision_rationale,review_note,trace_key,retrieval_set,attribute_code_final,coder_action_std,tfidf_cosine,retrieval_method
AT-P2-0000036,2024-11-05T02:08:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,statutes ((https://treaties,Statute/Charter,—,Article 1-10,https://unesdoc.unesco.org/ark:/48223/pf0000369984,MoU,"Organization (WMO) to advance global oceanographic and atmospheric research, as outlined in the collaborative agreement between the two entities (https://unesdoc.unesco.org/ark:/48223/pf0000369984). Furthermore, the IOC works in conjunction with the United Nations Environment Programme (UNEP) to address marine environmental issues, with cooperation terms specified in the agreement between IOC and UNEP (https://wedocs.unep.org/bitstream/handle/20.500.11822/21052/UNEP(DEPI)_EAF_CP6_BUR.DOC_6%20MOU%20between%20IOC%20&amp;%20UNEP.pdf?sequence=1&amp%3BisAllowed=).",Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Founding instrument evidence: inter-institutional relationship evidenced (Article 1-10); partner/mechanism details logged where stated.,33bb8d60fb4804f10102b274fca0b59cebf8a475,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000037,2024-11-05T07:05:35Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,statutes ((https://treaties,Statute/Charter,—,Article 1-10,https://wedocs.unep.org/bitstream/handle/20.500.11822/21052/UNEP(DEPI)_EAF_CP6_BUR.DOC_6%20MOU%20between%20IOC%20&amp;%20UNEP.pdf?sequence=1&amp%3BisAllowed=,MoU,"Environment Programme (UNEP) to address marine environmental issues, with cooperation terms specified in the agreement between IOC and UNEP (https://wedocs.unep.org/bitstream/handle/20.500.11822/21052/UNEP(DEPI)_EAF_CP6_BUR.DOC_6%20MOU%20between%20IOC%20&amp;%20UNEP.pdf?sequence=1&amp%3BisAllowed=). The IOC’s engagement with FAO, IAEA) and the World Health Organization, through the MOU on ciguatera poisoning (https://unesdoc.unesco.org/ark:/48223/pf0000369940). Additionally, the IOC maintains a relationship IMO, FAO, WMO, IAEA, and UNEP",Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: relationship architecture noted (Article 1-10); retained for IIR substantiation.,c3fdaeed6967a5d81210c78ec926fcfe9f246a6f,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000048,2024-11-05T10:32:01Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Definition/Identification,Foundational legal instrument,"statutes, include to: advance the scientific understanding of the nature and resources of the oceans (Article 2, Paragraph a)",Statute/Charter,—,—,—,objective,Defined objectives: stated institutional purposes/goals expressed in founding and/or strategic texts.,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,f85177944cf02d2e3094511792824332b831c616,attributes,DO,ACCEPT,0.31680696694451327,regex + TF-IDF cosine (ranking)
AT-P2-0000049,2024-11-05T10:33:01Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Explanation/Elaboration,Foundational legal instrument,"statutes, include to: advance the scientific understanding of the nature and resources of the oceans (Article 2, Paragraph a)",Statute/Charter,—,—,—,objective,"The objectives of the Intergovernmental Oceanographic Commission (IOC), as per Articles 2 and 3 of its statutes, include to: advance the scientific understanding of the nature and resources of the oceans (Article 2, Paragraph a); improve the effectiveness of oceanographic methodologies and techniques (Article 2, Paragraph b); promote and facilitate",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,ea99167c99f555dd8e7236e135648ec688e2b8db,attributes,DO,ACCEPT,0.01724244578822154,regex + TF-IDF cosine (ranking)
AT-P2-0000050,2024-11-05T10:34:01Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Substantiation/References,Foundational legal instrument,"statutes, include to: advance the scientific understanding of the nature and resources of the oceans (Article 2, Paragraph a)",Statute/Charter,—,Articles,https://treaties.un.org/doc/Publication/UNTS/Volume%204/volume-4-I-52-English.pdf)),objective,"The objectives of the Intergovernmental Oceanographic Commission (IOC), as per Articles 2 and 3 of its statutes, include to: advance the scientific understanding of the nature and resources of the oceans (Article 2, Paragraph a); improve the effectiveness of oceanographic methodologies and techniques (Article 2, Paragraph b); promote and facilitate",Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: institutional purpose articulated (Articles); coded under DO (distinct from STR).,4f2d876c930cb640ebaa83952c32100bf44026a2,attributes,DO,ACCEPT,0.01724244578822154,regex + TF-IDF cosine (ranking)
AT-P2-0000051,2024-11-05T12:02:43Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,statutes ((https://treaties,Statute/Charter,—,Article 1-10,https://unesdoc.unesco.org/ark:/48223/pf0000369940,MoU,"UNEP (https://wedocs.unep.org/bitstream/handle/20.500.11822/21052/UNEP(DEPI)_EAF_CP6_BUR.DOC_6%20MOU%20between%20IOC%20&amp;%20UNEP.pdf?sequence=1&amp%3BisAllowed=). The IOC’s engagement with FAO, IAEA) and the World Health Organization, through the MOU on ciguatera poisoning (https://unesdoc.unesco.org/ark:/48223/pf0000369940). Additionally, the IOC maintains a relationship IMO, FAO, WMO, IAEA, and UNEP on the Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP) (https://unesdoc.unesco.org/ark:/48223/pf0000104624). The IOC",Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: formal cooperation reference captured (Article 1-10); coded as IIR (distinct from VC/HC).,07c59587f0bf56194031e4f8a0683079d6343f10,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000052,2024-11-05T16:59:51Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,statutes ((https://treaties,Statute/Charter,—,Article 1-10,https://unesdoc.unesco.org/ark:/48223/pf0000104624,MoU,"WMO, IAEA, and UNEP on the Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP) (https://unesdoc.unesco.org/ark:/48223/pf0000104624). The IOC also contributes to the Global Ocean Observing System (GOOS), which is an international collaborative effort to observe the ocean and provide data for scientific research and policy-making (https://www.ioc.unesco.org/en/global-ocean-observing-system).",Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: relationship architecture noted (Article 1-10); retained for IIR substantiation.,71e6cc581406ddd8a0f6b7598e377e3cdb7826b1,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000053,2024-11-05T21:56:59Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),HC,—,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,statutes ((https://treaties,Statute/Charter,—,Article 1-10,https://www.ioc.unesco.org/en/global-ocean-observing-system,MoU,"(GOOS), which is an international collaborative effort to observe the ocean and provide data for scientific research and policy-making (https://www.ioc.unesco.org/en/global-ocean-observing-system). IOC has also built relationship with NGOs and private sectors, including A partnership agreement with the International Monohull Open Class Association (https://www.sail-world.com/news/226163/?source=email), World Ocean Council (https://www.oceancouncil.org/wp-content/uploads/2016/12/b4f999d04e84ded11337cc3c8c17a9b2.pdf), and Fugro (https://oceandecade.org/news/fugro-and-ioc-unesco-launch-working-group-to-unlock-private-sector-ocean-data/).",Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from HC candidate set: excerpt evidences a formal relationship with a named counterpart (e.g., MoU/joint programme/agreement); retained under IIR.",71decd5fd00e4ba5ec9848e19f44778ca99e9e2e,attributes,IIR,RETAG,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000054,2024-11-06T02:54:08Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,statutes ((https://treaties,Statute/Charter,—,Article 1-10,https://www.sail-world.com/news/226163/?source=email,MoU,"also built relationship with NGOs and private sectors, including A partnership agreement with the International Monohull Open Class Association (https://www.sail-world.com/news/226163/?source=email), World Ocean Council (https://www.oceancouncil.org/wp-content/uploads/2016/12/b4f999d04e84ded11337cc3c8c17a9b2.pdf), and Fugro (https://oceandecade.org/news/fugro-and-ioc-unesco-launch-working-group-to-unlock-private-sector-ocean-data/).",Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Founding instrument evidence: relationship architecture noted (Article 1-10); retained for IIR substantiation.,ad0a8cf2276a2feb37f8ed8422d5b83467bc9047,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000055,2024-11-06T06:02:50Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Definition/Identification,Other/unclear,"Pf0000381388.Locale=En),",Unspecified (see source_title/source_uri),—,—,—,strategic plan,"Strategies: instrument portfolio and governance tools used to pursue objectives (e.g., standards, MRV, compliance, capacity building).",Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,1729a94b258b1cb0ba04c40ac518bf3d0d1969b3,attributes,STR,ACCEPT,0.18580855413389127,regex + TF-IDF cosine (ranking)
AT-P2-0000056,2024-11-06T06:03:50Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Explanation/Elaboration,Other/unclear,"Pf0000381388.Locale=En),",Unspecified (see source_title/source_uri),—,—,—,strategic plan,"IOC implements its objectives through series of strategic measues including, the Medium-Term Strategy 2022-2029 approved by the b IOC Assembly and Executive Council meetings (https://unesdoc.unesco.org/ark:/48223/pf0000381388.locale=en), providing a roadmap for its goals and activities. Secondly, the IOC’s actions are guided by decisions made during the annual Assembly, which sets the direction",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,1960dc4db3b00257bb309abca4ba0865be02b04e,attributes,STR,ACCEPT,0.019415904885556882,regex + TF-IDF cosine (ranking)
AT-P2-0000057,2024-11-06T06:04:50Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Other/unclear,"Pf0000381388.Locale=En),",Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),"https://unesdoc.unesco.org/ark:/48223/pf0000381388.locale=en),",strategic plan,"IOC implements its objectives through series of strategic measues including, the Medium-Term Strategy 2022-2029 approved by the b IOC Assembly and Executive Council meetings (https://unesdoc.unesco.org/ark:/48223/pf0000381388.locale=en), providing a roadmap for its goals and activities. Secondly, the IOC’s actions are guided by decisions made during the annual Assembly, which sets the direction",Accept,Yes,Relevant to indicator; retained after contextual read-through.,External portal evidence: strategy instrument evidence captured (Not specified (see narrative/citations in cell text)); classified to 'mixed strategy references' family for STR.,43bd7bfc4289d66c4bd7c11029bc77548838323d,attributes,STR,ACCEPT,0.019415904885556882,regex + TF-IDF cosine (ranking)
AT-P2-0000058,2024-11-06T07:51:16Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,statutes ((https://treaties,Statute/Charter,—,Article 1-10,https://www.oceancouncil.org/wp-content/uploads/2016/12/b4f999d04e84ded11337cc3c8c17a9b2.pdf,MoU,"NGOs and private sectors, including A partnership agreement with the International Monohull Open Class Association (https://www.sail-world.com/news/226163/?source=email), World Ocean Council (https://www.oceancouncil.org/wp-content/uploads/2016/12/b4f999d04e84ded11337cc3c8c17a9b2.pdf), and Fugro (https://oceandecade.org/news/fugro-and-ioc-unesco-launch-working-group-to-unlock-private-sector-ocean-data/).",Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: formal cooperation reference captured (Article 1-10); coded as IIR (distinct from VC/HC).,7b86b8c7dc08fc8fb608e7494f435b3e42c545b2,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
